record_id,age,"sex (1 male, 2 female, 3 unkown)","Where was the guinea pig housed? (1 = indoor only, 2 = outdoor only, 3 = indoor / outdoor, 4 = unknown)","Hay? (0 = no, 1 = yes)","Pellets (0 = no, 1 = yes)","Grass(0 = no, 1 = yes)","Vegetables(0 = no, 1 = yes)","Grain(0 = no, 1 = yes)",How many guinea pigs did this guinea pig live with?,"Fresh grass access (1 = yes, 2 = no, 3 = unknown)","Vitamin C supplement (1 = yes, 2 = no, 3 = unknown)","What type of vitamin C supplementation  (choice=Tablet) (0 = no, 1 = yes)","What type of vitamin C supplementation  (choice=In water) (0 = no, 1 = yes)","What type of vitamin C supplementation  (choice=Vegetables) (0 = no, 1 = yes)","Was the vitamin C supplementation considered adequate by the veterinarian? (1 = yes, 2 = no, gap = unknown)",weight @ diagnosis 1 (g),weight_diagnosis_date,"Diagnosis of dental disease prior to first dental procedure (choice=Lingual entrapment) (0 = no, 1 = yes)","Diagnosis of dental disease prior to first dental procedure (choice=Cheek teeth malocclusion) (0 = no, 1 = yes)","Diagnosis of dental disease prior to first dental procedure (choice=Incisor malocclusion) (0 = no, 1 = yes)","Diagnosis of dental disease prior to first dental procedure (choice=Tooth root abscess) (0 = no, 1 = yes)","Diagnosis of dental disease prior to first dental procedure (choice=Spurs) (0 = no, 1 = yes)","Diagnosis of dental disease prior to first dental procedure (choice=Ulceration) (0 = no, 1 = yes)","Diagnosis of dental disease prior to first dental procedure (choice=Fractured incisor/s) (0 = no, 1 = yes)","Diagnosis of dental disease prior to first dental procedure (choice=Fractured cheek tooth/teeth) (0 = no, 1 = yes)","Diagnosis of dental disease prior to first dental procedure (choice=osteomyelitis) (0 = no, 1 = yes)","Diagnosis of dental disease prior to first dental procedure (choice=Not recorded)  (0 = no, 1 = yes)","Severity (1 = mild, 2 = moderate, 3 = severe, gap = not recorded)","Which teeth were affected? (choice=None)  (0 = no, 1 = yes)","Which teeth were affected? (choice=LmaxI1) (0 = no, 1 = yes)",Which teeth were affected? (choice=LmaxP1),Which teeth were affected? (choice=LmaxM1),Which teeth were affected? (choice=LmaxM2),Which teeth were affected? (choice=LmaxM3),Which teeth were affected? (choice=LmandI1),Which teeth were affected? (choice=LmandP1),Which teeth were affected? (choice=LmandM1),Which teeth were affected? (choice=LmandM2),Which teeth were affected? (choice=LmandM3),Which teeth were affected? (choice=RmaxI1),Which teeth were affected? (choice=RmaxP1),Which teeth were affected? (choice=RmaxM1),Which teeth were affected? (choice=RmaxM2),Which teeth were affected? (choice=RmaxM3),Which teeth were affected? (choice=RmandI1),Which teeth were affected? (choice=RmandP1),Which teeth were affected? (choice=RmandM1),Which teeth were affected? (choice=RmandM2),Which teeth were affected? (choice=RmandM3),date_diagnosis_1,date_procedure_1,weight_procedure_1,Dental procedures performed (choice=Incisor bur),Dental procedures performed (choice=Cheek teeth bur),Dental procedures performed (choice=Extraction),Dental procedures performed (choice=Debride abscess),Did the guinea-pig return for follow-up after the first dental procedure?,What was the weight at follow-up after the first procedure?,Did the guinea pig return to normal eating habits at follow-up after the first procedure?,Did the guinea pig defecate normally at follow-up after the first procedure?,Was the guinea pig bloated at follow-up after the first procedure?,Did the owner commence vitamin C supplementation deemed adequate by the veterinarian?,Diagnosis of dental disease prior to second dental procedure (choice=Lingual entrapment),Diagnosis of dental disease prior to second dental procedure (choice=Cheek teeth malocclusion),Diagnosis of dental disease prior to second dental procedure (choice=Incisor malocclusion),Diagnosis of dental disease prior to second dental procedure (choice=Tooth root abscess),Diagnosis of dental disease prior to second dental procedure (choice=Spurs),Diagnosis of dental disease prior to second dental procedure (choice=Ulceration),Diagnosis of dental disease prior to second dental procedure (choice=Fractured incisor/s),Diagnosis of dental disease prior to second dental procedure (choice=Fractured cheek tooth/teeth),Diagnosis of dental disease prior to second dental procedure (choice=osteomyelitis),Diagnosis of dental disease prior to second dental procedure (choice=Not recorded),severity_2,Date of diagnosis,Date of second dental procedure,Weight at second proceduce,Dental procedures performed (choice=Incisor bur),Dental procedures performed (choice=Cheek teeth bur),Dental procedures performed (choice=Extraction),Dental procedures performed (choice=Debride abscess),follow_up_2,weight_follow_up_2,eating_follow_up_2,defecation_follow_up_2,bloat_follow_up_2,vitamin_c_follow_up_2,Diagnosis of dental disease prior to third dental procedure (choice=Lingual entrapment),Diagnosis of dental disease prior to third dental procedure (choice=Cheek teeth malocclusion),Diagnosis of dental disease prior to third dental procedure (choice=Incisor malocclusion),Diagnosis of dental disease prior to third dental procedure (choice=Tooth root abscess),Diagnosis of dental disease prior to third dental procedure (choice=Spurs),Diagnosis of dental disease prior to third dental procedure (choice=Ulceration),Diagnosis of dental disease prior to third dental procedure (choice=Fractured incisor/s),Diagnosis of dental disease prior to third dental procedure (choice=Fractured cheek tooth/teeth),Diagnosis of dental disease prior to third dental procedure (choice=osteomyelitis),Diagnosis of dental disease prior to third dental procedure (choice=Not recorded),Severity,Date of diagnosis,Date of third dental procedure,Weight at third proceduce,Dental procedures performed (choice=Incisor bur),Dental procedures performed (choice=Cheek teeth bur),Dental procedures performed (choice=Extraction),Dental procedures performed (choice=Debride abscess),follow_up_3,weight_follow_up_3,eating_follow_up_3,defecation_follow_up_3,bloat_follow_up_3,vitamin_c_follow_up_3,Diagnosis of dental disease prior to fourth dental procedure (choice=Lingual entrapment),Diagnosis of dental disease prior to fourth dental procedure (choice=Cheek teeth malocclusion),Diagnosis of dental disease prior to fourth dental procedure (choice=Incisor malocclusion),Diagnosis of dental disease prior to fourth dental procedure (choice=Tooth root abscess),Diagnosis of dental disease prior to fourth dental procedure (choice=Spurs),Diagnosis of dental disease prior to fourth dental procedure (choice=Ulceration),Diagnosis of dental disease prior to fourth dental procedure (choice=Fractured incisor/s),Diagnosis of dental disease prior to fourth dental procedure (choice=Fractured cheek tooth/teeth),Diagnosis of dental disease prior to fourth dental procedure (choice=osteomyelitis),Diagnosis of dental disease prior to fourth dental procedure (choice=Not recorded),Severity ,Date of diagnosis,Date of fourth dental procedure,Weight at fourth proceduce,Dental procedures performed (choice=Incisor bur),Dental procedures performed (choice=Cheek teeth bur),Dental procedures performed (choice=Extraction),Dental procedures performed (choice=Debride abscess),Did the guinea-pig return for follow-up after the fourth dental procedure?,What was the weight at follow-up after the fourth procedure?,Did the guinea pig return to normal eating habits at follow-up after the fourth procedure?,Did the guinea pig defecate normally at follow-up after the fourth procedure?,Was the guinea pig bloated at follow-up after the fourth procedure?,Did the owner commence vitamin C supplementation deemed adequate by the veterinarian?,Diagnosis of dental disease prior to fifth dental procedure (choice=Lingual entrapment),Diagnosis of dental disease prior to fifth dental procedure (choice=Cheek teeth malocclusion),Diagnosis of dental disease prior to fifth dental procedure (choice=Incisor malocclusion),Diagnosis of dental disease prior to fifth dental procedure (choice=Tooth root abscess),Diagnosis of dental disease prior to fifth dental procedure (choice=Spurs),Diagnosis of dental disease prior to fifth dental procedure (choice=Ulceration),Diagnosis of dental disease prior to fifth dental procedure (choice=Fractured incisor/s),Diagnosis of dental disease prior to fifth dental procedure (choice=Fractured cheek tooth/teeth),Diagnosis of dental disease prior to fifth dental procedure (choice=osteomyelitis),Diagnosis of dental disease prior to fifth dental procedure (choice=Not recorded),Severity,Date of diagnosis,Date of fifth dental procedure,Weight at fifth proceduce,Dental procedures performed (choice=Incisor bur),Dental procedures performed (choice=Cheek teeth bur),Dental procedures performed (choice=Extraction),Dental procedures performed (choice=Debride abscess),Did the guinea-pig return for follow-up after the fifth dental procedure?,What was the weight at follow-up after the fifth procedure?,Did the guinea pig return to normal eating habits at follow-up after the fifth procedure?,Did the guinea pig defecate normally at follow-up after the fifth procedure?,Was the guinea pig bloated at follow-up after the fifth procedure?,Did the owner commence vitamin C supplementation deemed adequate by the veterinarian?,Complete?,How many dental procedures were performed in total?,Date of Death (DD/MM/YYYY),"How did the guinea pig die? (1 euthanasia, 2 otherwise)",When was the last date the guinea pig was known to be alive?
1,1.4,1,3,0,0,0,0,0,3,1,1,0,0,0,,821,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,,21/12/10,,
2,13/12/07,1,4,0,0,0,0,0,2,1,2,0,0,0,2,669.5,13/12/11,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,653,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,734,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,705,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,,,,7/1/13
3,2/10/07,1,2,1,1,1,1,0,4,1,2,0,0,0,2,967,3/5/16,0,1,1,0,1,1,1,0,0,0,2,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,3/5/16,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,,,5/5/16
4,5/9/12,1,4,1,1,1,1,1,3,1,2,0,0,0,2,,,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,5/9/14,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,5/9/14,1,
5,19/1/05,2,4,0,0,0,1,0,1,3,1,0,0,0,1,916,20/1/09,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,20/1/09,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,,,20/1/09
6,12/1/05,1,1,0,1,0,1,1,1,2,2,0,0,0,,1087,14/7/09,1,1,0,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,14/7/09,15/7/09,1198,0,1,0,0,1,1139,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,1,21/7/09,1,
7,22/9/12,1,1,1,1,0,1,0,2,2,2,0,0,0,2,679,24/3/17,1,1,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,14/3/17,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,24/3/17,1,
8,1/2/13,1,4,1,1,0,0,1,3,3,2,0,0,0,2,,,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,2/12/13,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,2/12/13,1,
9,15/9/07,1,4,0,0,0,0,1,2,3,2,0,0,0,2,426.5,16/3/10,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/3/10,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,16/3/10,1,
10,1/10/04,2,4,0,1,0,1,1,1,3,2,0,0,0,2,563,9/4/10,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,9/4/10,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,9/4/10,1,
11,17/11/05,2,1,0,1,1,1,1,2,1,3,0,0,0,2,817,17/11/10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,17/11/10,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,18/11/10,1,
12,7/6/07,1,4,0,0,0,0,0,1,3,2,0,0,0,2,1318,12/1/10,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,21/1/10,,1161,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,21/1/10,1,
13,18/8/04,1,,1,0,0,0,1,1,3,1,1,0,0,,850,18/8/08,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,18/8/08,19/8/08,856,0,1,0,0,1,943,1,1,0,,0,1,1,0,1,0,0,0,0,0,2,2/7/09,2/7/09,827,1,1,0,0,1,910,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,0,2,,,26/3/10
